Cat_id,Week,Day,hour,Active,Lying,Sitting,Standing,Grooming,Littering,Eating,Scratching,Temperature,Humidity,Wind_Speed,C_Rain
Neville,Week1,Day6,3,2,3440,38,84,34,0,2,0,16.7,68,0,2
Neville,Week1,Day6,4,1,3543,1,44,4,0,7,0,16.6,68,0.9,1.1
Neville,Week1,Day6,5,4,3152,127,80,233,0,4,0,15.8,68,1.8,0.3
Neville,Week1,Day6,6,1,2879,648,35,37,0,0,0,15.5,68,0.4,0.2
Neville,Week1,Day6,7,49,99,2671,211,548,0,20,2,15.9,68,0,0.1
Neville,Week1,Day6,8,73,2132,340,410,628,0,15,2,16.4,67,0,0.3
Neville,Week1,Day6,9,1,2125,1289,102,78,0,5,0,20.6,53,0,0.1
Neville,Week1,Day6,10,9,2629,430,189,334,0,9,0,20.6,54,0,0.3
Neville,Week1,Day6,11,402,894,745,544,951,0,43,21,20.6,55,0,0.5
Neville,Week1,Day6,12,2,3166,301,82,45,0,4,0,20.4,55,0.4,1.4
Neville,Week1,Day6,13,13,1476,1716,176,212,0,7,0,19.9,56,0.4,2.8
Neville,Week1,Day6,14,0,61,3446,51,40,0,2,0,19.6,57,0,2.4
Neville,Week1,Day6,15,0,1954,1560,27,59,0,0,0,19,61,0,1
Neville,Week1,Day6,16,29,837,1618,278,823,0,14,1,18.6,61,0,1.5
Neville,Week1,Day6,17,0,824,2463,57,256,0,0,0,18.3,64,0,0.6
Neville,Week1,Day6,18,0,792,2719,41,48,0,0,0,18.1,64,0,1.8
Neville,Week1,Day6,19,1,2644,829,57,61,0,7,1,17.7,64,0,2
Neville,Week1,Day6,20,31,833,1965,303,459,0,5,4,17.3,66,0,0.8
Neville,Week1,Day6,21,0,2477,1025,30,68,0,0,0,17.1,67,0,1
Neville,Week1,Day6,22,4,2744,717,79,37,0,18,1,17.1,68,0,1.9
Neville,Week1,Day6,23,9,2219,1149,149,73,0,0,1,17.1,67,0,0.5
Neville,Week1,Day7,0,353,1819,196,427,513,0,238,54,16.2,59,2.7,0.5
Neville,Week1,Day7,1,2,443,2884,187,63,0,21,0,15.7,61,1.3,0.3
Neville,Week1,Day7,2,0,2056,1427,58,39,0,20,0,15.3,61,2.2,0.2
Neville,Week1,Day7,3,2,3326,182,38,36,0,15,1,15.3,61,0.9,0
Neville,Week1,Day7,4,7,2091,1240,44,210,0,8,0,15.1,61,1.3,0.1
Neville,Week1,Day7,5,73,2299,294,515,343,0,73,3,15.3,61,1.3,0
Neville,Week1,Day7,6,1,3432,76,60,17,0,14,0,15.3,59,2.7,0
Neville,Week1,Day7,7,0,831,2718,2,46,0,2,1,16.2,55,2.7,0
Neville,Week1,Day7,8,38,3033,198,124,171,0,34,1,16.8,56,1.8,0
Neville,Week1,Day7,9,96,960,1634,549,345,0,12,3,16.9,67,0,0.7
Neville,Week1,Day7,10,58,1583,940,445,555,1,16,2,18.1,65,0,1.6
Neville,Week1,Day7,11,206,562,1418,549,729,0,131,5,19.1,63,0,0.9
Neville,Week1,Day7,12,9,925,1930,240,479,0,17,0,19.3,62,0,0.2
Neville,Week1,Day7,13,86,617,2138,328,386,0,43,2,19.6,62,0,0
Neville,Week1,Day7,14,64,131,2827,283,275,0,12,8,21.1,56,0,0
Neville,Week1,Day7,15,58,507,2432,221,351,0,27,4,21.6,54,0.9,0
Neville,Week1,Day7,16,1,2082,1428,43,40,0,6,0,22,52,0.4,0
Neville,Week1,Day7,17,130,602,1787,395,660,0,26,0,21.6,55,1.3,0
Neville,Week1,Day7,18,218,640,1484,547,658,0,44,9,18.7,57,2.7,0
Neville,Week1,Day7,19,2,2714,344,186,352,0,1,1,17.8,58,2.7,0
Neville,Week1,Day7,20,155,1414,1132,379,485,0,33,2,17,58,2.2,0
Neville,Week1,Day7,21,53,1347,1528,382,275,0,11,4,16.6,56,3.1,0
Neville,Week1,Day7,22,5,2531,782,143,120,0,19,0,16.6,55,3.1,0
Neville,Week1,Day7,23,150,2307,233,416,454,0,37,3,16.5,57,3.1,0
Nimbus,Week1,Day1,0,0,802,2391,24,375,0,5,3,14.5,58,0,0
Nimbus,Week1,Day1,1,0,2807,391,25,342,0,1,34,13.9,59,0,0
Nimbus,Week1,Day1,2,0,3408,130,17,44,0,0,1,13.5,59,0,0
Nimbus,Week1,Day1,3,49,2309,595,233,308,0,70,36,13.1,60,0,0
Nimbus,Week1,Day1,4,70,11,2940,219,326,0,7,27,12.7,64,0,0
Nimbus,Week1,Day1,5,20,23,2918,383,217,0,2,37,12.8,65,0,0
Nimbus,Week1,Day1,6,6,152,2791,117,521,0,13,0,13.4,58,0,0
Nimbus,Week1,Day1,7,12,426,2734,200,202,0,12,14,17.2,52,0.4,0
Nimbus,Week1,Day1,8,51,27,2160,501,816,0,6,39,19.9,53,1.8,0
Nimbus,Week1,Day1,9,81,1231,1005,726,383,0,143,31,19.6,51,1.3,0
Nimbus,Week1,Day1,10,219,257,1778,515,631,0,111,89,20.9,47,1.3,0
Nimbus,Week1,Day1,11,43,444,1887,714,414,0,90,8,21.9,46,1.8,0
Nimbus,Week1,Day1,12,37,843,1806,467,414,0,10,23,22.4,44,1.8,0
Nimbus,Week1,Day1,13,40,26,2232,552,725,0,4,21,23.2,45,1.8,0
Nimbus,Week1,Day1,14,20,172,2698,394,288,0,8,20,23.4,43,1.8,0
Nimbus,Week1,Day1,15,2,385,2754,58,365,0,0,36,24.4,41,1.8,0
Nimbus,Week1,Day1,16,70,978,1755,321,301,0,171,4,24.6,36,1.8,0
Nimbus,Week1,Day1,17,24,1220,1883,113,339,0,10,11,24.8,37,1.3,0
Nimbus,Week1,Day1,18,5,1416,1870,154,148,0,0,7,24.6,39,0.9,0
Nimbus,Week1,Day1,19,9,11,3068,331,172,0,5,4,23.5,47,1.3,0
Nimbus,Week1,Day1,20,4,2283,498,204,572,0,35,4,19.5,54,1.8,0
Nimbus,Week1,Day1,21,0,2040,999,86,443,0,1,31,17.4,56,0.4,0
Nimbus,Week1,Day1,22,0,1577,1969,16,37,0,0,1,16.4,56,0,0
Nimbus,Week1,Day1,23,0,1979,1516,37,68,0,0,0,15.6,56,0,0
Nimbus,Week1,Day2,0,0,9,3517,42,31,0,0,1,18.1,58,0,0
Nimbus,Week1,Day2,1,0,0,3583,1,14,0,1,1,18.1,58,0,0
Nimbus,Week1,Day2,2,0,1788,1736,40,21,0,14,1,17.9,61,0,0
Nimbus,Week1,Day2,3,0,295,3251,7,46,0,0,1,17.7,61,0,0
Nimbus,Week1,Day2,4,20,111,2836,186,436,0,7,4,17.1,61,0,0
Nimbus,Week1,Day2,5,31,189,2747,350,270,0,4,9,16.3,62,0,0
Nimbus,Week1,Day2,6,4,31,2881,425,233,0,24,2,16.7,55,0,0
Nimbus,Week1,Day2,7,37,27,2432,532,528,0,22,22,19.6,53,0.9,0
Nimbus,Week1,Day2,8,103,44,2189,504,683,0,66,11,21,52,1.3,0
Nimbus,Week1,Day2,9,161,15,1751,823,776,0,34,40,20.7,52,2.7,0
Nimbus,Week1,Day2,10,53,28,2320,686,475,0,10,28,21.8,50,2.7,0
Nimbus,Week1,Day2,11,46,24,2035,701,773,0,6,15,23.6,48,2.7,0
Nimbus,Week1,Day2,12,0,518,2894,50,131,0,0,7,25.2,45,2.7,0
Nimbus,Week1,Day2,13,1,35,3426,70,63,0,0,5,26.1,45,2.7,0
Nimbus,Week1,Day2,14,14,11,3197,211,157,0,1,9,26.2,47,2.7,0
Nimbus,Week1,Day2,15,14,12,3091,170,296,0,6,11,26,46,2.2,0
Nimbus,Week1,Day2,16,0,212,3085,57,244,0,0,2,26.3,46,1.8,0
Nimbus,Week1,Day2,17,0,348,3161,29,53,0,6,3,26.7,46,0.9,0.4
Nimbus,Week1,Day2,18,0,4,3502,27,66,0,0,1,25,55,0.4,0
Nimbus,Week1,Day2,19,18,90,2544,559,350,0,34,5,21.8,56,0.4,0
Nimbus,Week1,Day2,20,20,15,2660,567,310,0,7,21,21.2,56,0,0
Nimbus,Week1,Day2,21,10,51,3110,272,153,0,1,3,20.3,59,0,0.3
Nimbus,Week1,Day2,22,0,1887,1269,75,352,0,0,17,19.7,58,0,0.3
Nimbus,Week1,Day2,23,0,1120,2125,207,148,0,0,0,18.8,57,0,0.1
Nimbus,Week1,Day3,0,62,9,2702,439,361,0,2,25,17.4,56,1.8,0
Nimbus,Week1,Day3,1,0,2804,666,92,34,0,1,3,17.7,56,2.2,0
Nimbus,Week1,Day3,2,1,2848,238,275,226,0,9,3,17.6,55,2.2,0.2
Nimbus,Week1,Day3,3,5,2988,131,49,422,0,4,1,17.3,57,2.2,0
Nimbus,Week1,Day3,4,0,3097,170,85,247,0,0,1,17,55,1.8,0
Nimbus,Week1,Day3,5,0,2452,749,98,300,0,0,1,17.2,54,1.8,0.2
Nimbus,Week1,Day3,6,1,3386,177,16,18,0,2,0,17.6,56,1.8,0.1
Nimbus,Week1,Day3,7,0,2306,1251,16,26,0,1,0,17.3,57,1.8,0
Nimbus,Week1,Day3,8,58,495,1723,690,574,0,20,40,17.7,55,1.8,0
Nimbus,Week1,Day3,9,83,17,2137,757,540,0,39,27,21.8,51,1.8,0
Nimbus,Week1,Day3,10,52,0,2474,524,524,0,1,25,22.7,47,1.8,0
Nimbus,Week1,Day3,11,16,5,2722,378,466,0,1,12,24.2,44,1.3,0
Nimbus,Week1,Day3,12,14,102,2742,399,337,0,0,6,26.4,42,1.3,0
Nimbus,Week1,Day3,13,10,3,3030,278,263,3,1,12,25.2,46,2.2,0
Nimbus,Week1,Day3,14,0,0,3236,124,236,0,0,4,23.6,48,1.8,0
Nimbus,Week1,Day3,15,21,6,3123,198,246,1,0,5,22.9,52,1.8,0
Nimbus,Week1,Day3,16,25,2,2576,437,526,0,2,32,22.4,52,2.2,0
Nimbus,Week1,Day3,17,18,54,2757,391,353,0,5,22,21.7,55,1.3,0
Nimbus,Week1,Day3,18,0,687,2219,208,486,0,0,0,20.4,55,1.8,0.1
Nimbus,Week1,Day3,19,0,13,3222,147,217,0,0,1,19.7,57,2.2,0.2
Nimbus,Week1,Day3,20,0,484,3071,9,33,0,0,3,18.7,56,2.2,0
Nimbus,Week1,Day3,21,65,162,2304,592,419,0,13,45,18.5,54,2.2,0.2
Nimbus,Week1,Day3,22,85,40,1824,626,962,0,11,52,18.1,54,2.2,0.4
Nimbus,Week1,Day3,23,14,63,2752,476,259,0,25,11,17.4,57,1.8,0
Nimbus,Week1,Day4,0,0,3220,245,59,76,0,0,0,18.7,56,0.9,0
Nimbus,Week1,Day4,1,0,2270,1040,130,155,0,3,2,18.2,56,0.4,0
Nimbus,Week1,Day4,2,1,1997,1573,7,21,0,0,1,18.4,55,0.4,0
Nimbus,Week1,Day4,3,0,122,2844,90,539,0,0,5,18.4,56,0,0
Nimbus,Week1,Day4,4,13,2318,809,208,168,0,83,1,18.3,57,0,0
Nimbus,Week1,Day4,5,29,39,2946,371,193,0,8,14,18.1,58,0,0
Nimbus,Week1,Day4,6,0,335,3227,23,15,0,0,0,18.5,53,0,0
Nimbus,Week1,Day4,7,0,589,2562,136,302,0,0,11,21,50,0,0
Nimbus,Week1,Day4,8,114,1124,1236,364,711,0,37,14,23.3,49,0,0
Nimbus,Week1,Day4,9,123,10,1897,800,675,0,77,18,18.6,54,2.2,0
Nimbus,Week1,Day4,10,161,13,1865,675,764,0,54,68,19.4,52,2.2,0.1
Nimbus,Week1,Day4,11,57,13,2576,639,297,0,7,11,19.7,54,2.2,0
Nimbus,Week1,Day4,12,3,583,2667,219,123,0,0,5,19.7,52,1.8,0
Nimbus,Week1,Day4,13,41,605,2035,337,555,0,0,27,21,52,1.8,0
Nimbus,Week1,Day4,14,68,2,2063,486,928,0,1,52,21.2,50,1.8,0
Nimbus,Week1,Day4,15,12,107,3318,85,65,0,11,2,21.8,52,2.2,0
Nimbus,Week1,Day4,16,28,191,3142,137,94,0,7,1,21.1,51,2.2,0
Nimbus,Week1,Day4,17,1,0,3203,125,258,0,0,13,21.3,52,2.2,0
Nimbus,Week1,Day4,18,56,588,1788,484,611,0,55,18,20.4,54,2.2,0
Nimbus,Week1,Day4,19,88,16,2062,672,705,0,0,57,19.9,54,2.2,0
Nimbus,Week1,Day4,20,21,299,2745,332,188,0,3,12,19.4,55,2.7,0
Nimbus,Week1,Day4,21,0,732,2071,143,557,0,2,95,19.1,55,2.2,0
Nimbus,Week1,Day4,22,0,790,2781,3,24,0,2,0,18.9,55,2.2,0
Nimbus,Week1,Day4,23,0,1428,2130,19,23,0,0,0,18.9,56,1.8,0
Nimbus,Week1,Day5,0,0,1606,1754,20,213,0,2,5,18.8,62,0.4,0
Nimbus,Week1,Day5,1,1,1392,1877,12,317,0,0,1,18.5,63,0.4,0
Nimbus,Week1,Day5,2,1,3192,324,44,26,0,13,0,18.3,65,0.4,0
Nimbus,Week1,Day5,3,0,2291,1263,25,16,0,5,0,18.4,65,0,0
Nimbus,Week1,Day5,4,16,185,2697,307,370,0,24,1,18.4,64,0,0
Nimbus,Week1,Day5,5,51,719,1874,500,386,0,57,13,18.2,63,0.4,0
Nimbus,Week1,Day5,6,21,1847,850,268,514,1,97,2,18,64,0,0
Nimbus,Week1,Day5,7,4,1123,2321,44,107,0,0,1,18.5,60,0,0
Nimbus,Week1,Day5,8,18,1333,1660,130,443,0,8,8,19.6,54,0,0
Nimbus,Week1,Day5,9,44,691,1620,312,894,0,16,23,23.9,52,0.4,0.2
Nimbus,Week1,Day5,10,66,755,1693,263,735,0,52,36,23.9,55,0.4,0
Nimbus,Week1,Day5,11,30,462,2365,310,318,0,109,6,23.5,49,0.4,0
Nimbus,Week1,Day5,12,40,471,2097,450,451,0,91,0,25.1,51,0.9,0
Nimbus,Week1,Day5,13,14,201,2834,212,297,0,41,1,26.7,47,0.9,0
Nimbus,Week1,Day5,14,0,530,2930,29,105,0,0,6,27.4,48,0.9,0
Nimbus,Week1,Day5,15,0,1472,2057,28,41,0,0,2,27.1,50,0.9,0
Nimbus,Week1,Day5,16,4,2690,624,88,186,0,8,0,27.3,49,2.2,0
Nimbus,Week1,Day5,17,14,2397,715,171,265,0,27,11,24.9,54,2.7,0
Nimbus,Week1,Day5,18,25,1128,1364,275,724,0,73,11,22.3,57,2.2,0
Nimbus,Week1,Day5,19,0,1465,1838,96,195,0,2,4,21,55,1.3,0
Nimbus,Week1,Day5,20,0,1507,2005,23,61,0,3,1,20.3,56,0.9,0
Nimbus,Week1,Day5,21,1,2597,918,21,60,0,3,0,19.9,56,0,0.2
Nimbus,Week1,Day5,22,0,955,2616,18,10,0,0,1,19.7,59,0,0
Nimbus,Week1,Day5,23,1,2317,384,180,712,0,6,0,19.2,62,0.4,0
Nimbus,Week1,Day6,0,4,2759,226,107,498,0,5,1,16.8,68,0,0.3
Nimbus,Week1,Day6,1,1,2854,709,14,21,0,0,1,16.8,68,0,0
Nimbus,Week1,Day6,2,0,3349,235,5,11,0,0,0,16.7,68,0,0.5
Nimbus,Week1,Day6,3,1,2551,451,46,513,0,29,9,16.7,68,0,2
Nimbus,Week1,Day6,4,4,2521,979,17,78,0,0,1,16.6,68,0.9,1.1
Nimbus,Week1,Day6,5,2,510,2948,31,108,0,0,1,15.8,68,1.8,0.3
Nimbus,Week1,Day6,6,1,3203,325,21,39,0,10,1,15.5,68,0.4,0.2
Nimbus,Week1,Day6,7,9,3006,299,27,246,0,9,4,15.9,68,0,0.1
Nimbus,Week1,Day6,8,14,266,2812,268,229,0,11,0,16.4,67,0,0.3
Nimbus,Week1,Day6,9,67,780,1544,519,607,0,77,6,20.6,53,0,0.1
Nimbus,Week1,Day6,10,0,1092,2452,36,20,0,0,0,20.6,54,0,0.3
Nimbus,Week1,Day6,11,5,1603,1265,59,646,0,9,13,20.6,55,0,0.5
Nimbus,Week1,Day6,12,2,2207,1199,118,68,0,4,2,20.4,55,0.4,1.4
Nimbus,Week1,Day6,13,49,1151,1527,262,591,0,12,8,19.9,56,0.4,2.8
Nimbus,Week1,Day6,14,90,1862,1065,220,312,0,51,0,19.6,57,0,2.4
Nimbus,Week1,Day6,15,42,1802,954,266,512,0,22,2,19,61,0,1
Nimbus,Week1,Day6,16,22,1703,1270,131,393,0,78,3,18.6,61,0,1.5
Nimbus,Week1,Day6,17,48,359,2149,609,404,0,29,2,18.3,64,0,0.6
Nimbus,Week1,Day6,18,10,2887,482,85,128,0,8,0,18.1,64,0,1.8
Nimbus,Week1,Day6,19,104,843,1350,460,792,0,47,4,17.7,64,0,2
Nimbus,Week1,Day6,20,21,100,2752,467,219,0,36,5,17.3,66,0,0.8
Nimbus,Week1,Day6,21,20,727,1285,321,1211,0,27,9,17.1,67,0,1
Nimbus,Week1,Day6,22,0,2798,407,20,374,0,0,1,17.1,68,0,1.9
Nimbus,Week1,Day6,23,0,3064,177,57,297,0,5,0,17.1,67,0,0.5
Nimbus,Week1,Day7,0,0,3166,396,29,9,0,0,0,16.2,59,2.7,0.5
Nimbus,Week1,Day7,1,1,3570,13,4,8,0,3,1,15.7,61,1.3,0.3
Nimbus,Week1,Day7,2,1,2810,705,44,38,0,1,1,15.3,61,2.2,0.2
Nimbus,Week1,Day7,3,0,1980,1593,2,23,0,1,1,15.3,61,0.9,0
Nimbus,Week1,Day7,4,5,2786,98,85,609,0,3,14,15.1,61,1.3,0.1
Nimbus,Week1,Day7,5,7,217,3023,217,130,0,2,4,15.3,61,1.3,0
Nimbus,Week1,Day7,6,3,2586,922,34,43,0,12,0,15.3,59,2.7,0
Nimbus,Week1,Day7,7,1,2783,528,105,173,0,10,0,16.2,55,2.7,0
Nimbus,Week1,Day7,8,135,457,2096,560,310,0,23,18,16.8,56,1.8,0
Nimbus,Week1,Day7,9,268,378,1322,640,930,0,47,14,16.9,67,0,0.7
Nimbus,Week1,Day7,10,35,1456,1379,411,273,0,45,1,18.1,65,0,1.6
Nimbus,Week1,Day7,11,28,1598,1043,301,592,0,35,3,19.1,63,0,0.9
Nimbus,Week1,Day7,12,18,2388,617,131,395,0,51,0,19.3,62,0,0.2
Nimbus,Week1,Day7,13,1,2284,1267,17,26,0,5,0,19.6,62,0,0
Nimbus,Week1,Day7,14,0,2263,1303,5,28,0,1,0,21.1,56,0,0
Nimbus,Week1,Day7,15,4,2818,596,100,78,0,4,0,21.6,54,0.9,0
Nimbus,Week1,Day7,16,1,2229,960,114,280,0,16,0,22,52,0.4,0
Nimbus,Week1,Day7,17,52,1041,1041,494,674,0,297,1,21.6,55,1.3,0
Nimbus,Week1,Day7,18,50,1334,1570,217,404,0,18,7,18.7,57,2.7,0
Nimbus,Week1,Day7,19,289,660,1202,817,473,0,136,23,17.8,58,2.7,0
Nimbus,Week1,Day7,20,83,1010,1379,543,421,0,162,2,17,58,2.2,0
Nimbus,Week1,Day7,21,7,3182,145,121,115,0,29,1,16.6,56,3.1,0
Nimbus,Week1,Day7,22,0,2582,976,6,34,0,0,2,16.6,55,3.1,0
Nimbus,Week1,Day7,23,0,3335,225,15,24,0,1,0,16.5,57,3.1,0
Scabbers,Week1,Day1,0,0,3223,194,147,21,0,15,0,14.5,58,0,0
Scabbers,Week1,Day1,1,18,2590,36,148,306,0,502,0,13.9,59,0,0
Scabbers,Week1,Day1,2,28,2483,399,217,83,0,387,3,13.5,59,0,0
Scabbers,Week1,Day1,3,157,2403,407,284,170,0,176,3,13.1,60,0,0
Scabbers,Week1,Day1,4,76,2342,203,153,404,1,417,4,12.7,64,0,0
Scabbers,Week1,Day1,5,114,2185,445,424,377,0,53,2,12.8,65,0,0
Scabbers,Week1,Day1,6,3,2974,201,141,157,0,124,0,13.4,58,0,0
Scabbers,Week1,Day1,7,56,2634,175,192,424,0,107,12,17.2,52,0.4,0
Scabbers,Week1,Day1,8,226,390,1952,298,538,3,186,7,19.9,53,1.8,0
Scabbers,Week1,Day1,9,106,940,1424,401,577,2,150,0,19.6,51,1.3,0
Scabbers,Week1,Day1,10,171,551,1509,301,728,2,312,26,20.9,47,1.3,0
Scabbers,Week1,Day1,11,161,1672,484,336,532,0,407,8,21.9,46,1.8,0
Scabbers,Week1,Day1,12,57,2053,874,98,277,0,237,4,22.4,44,1.8,0
Scabbers,Week1,Day1,13,148,1012,1196,354,741,7,139,3,23.2,45,1.8,0
Scabbers,Week1,Day1,14,14,2295,866,171,201,0,52,1,23.4,43,1.8,0
Scabbers,Week1,Day1,15,37,2804,533,93,110,0,22,1,24.4,41,1.8,0
Scabbers,Week1,Day1,16,67,1316,1707,193,278,0,36,3,24.6,36,1.8,0
Scabbers,Week1,Day1,17,52,1608,1326,172,316,1,118,7,24.8,37,1.3,0
Scabbers,Week1,Day1,18,40,2255,314,238,378,0,370,5,24.6,39,0.9,0
Scabbers,Week1,Day1,19,2,3284,186,74,10,0,44,0,23.5,47,1.3,0
Scabbers,Week1,Day1,20,125,1715,925,172,266,3,393,1,19.5,54,1.8,0
Scabbers,Week1,Day1,21,284,1366,583,320,368,1,666,12,17.4,56,0.4,0
Scabbers,Week1,Day1,22,102,2172,438,245,212,1,427,3,16.4,56,0,0
Scabbers,Week1,Day1,23,1,3470,1,76,15,0,37,0,15.6,56,0,0
Scabbers,Week1,Day2,0,54,2593,23,157,505,0,264,4,18.1,58,0,0
Scabbers,Week1,Day2,1,90,2563,259,303,311,0,74,0,18.1,58,0,0
Scabbers,Week1,Day2,2,0,3404,32,82,42,0,40,0,17.9,61,0,0
Scabbers,Week1,Day2,3,5,2920,502,66,96,0,11,0,17.7,61,0,0
Scabbers,Week1,Day2,4,29,1042,1638,401,404,12,66,8,17.1,61,0,0
Scabbers,Week1,Day2,5,42,2004,872,269,338,1,74,0,16.3,62,0,0
Scabbers,Week1,Day2,6,1,3501,0,56,26,0,16,0,16.7,55,0,0
Scabbers,Week1,Day2,7,86,1342,1696,197,231,0,32,16,19.6,53,0.9,0
Scabbers,Week1,Day2,8,235,67,2249,294,612,1,123,19,21,52,1.3,0
Scabbers,Week1,Day2,9,114,311,2163,392,549,1,59,11,20.7,52,2.7,0
Scabbers,Week1,Day2,10,95,790,1411,375,695,11,215,8,21.8,50,2.7,0
Scabbers,Week1,Day2,11,98,1481,446,264,334,9,968,0,23.6,48,2.7,0
Scabbers,Week1,Day2,12,0,3517,2,64,5,0,12,0,25.2,45,2.7,0
Scabbers,Week1,Day2,13,2,2844,597,114,23,0,20,0,26.1,45,2.7,0
Scabbers,Week1,Day2,14,84,657,1964,187,458,0,248,2,26.2,47,2.7,0
Scabbers,Week1,Day2,15,106,674,1589,202,672,2,350,5,26,46,2.2,0
Scabbers,Week1,Day2,16,7,1607,1832,43,65,0,40,6,26.3,46,1.8,0
Scabbers,Week1,Day2,17,28,878,2362,199,69,0,63,1,26.7,46,0.9,0.4
Scabbers,Week1,Day2,18,84,1779,935,200,191,1,400,10,25,55,0.4,0
Scabbers,Week1,Day2,19,56,133,2819,176,350,0,59,7,21.8,56,0.4,0
Scabbers,Week1,Day2,20,2,1027,2397,127,35,0,12,0,21.2,56,0,0
Scabbers,Week1,Day2,21,243,492,1132,444,934,1,344,10,20.3,59,0,0.3
Scabbers,Week1,Day2,22,11,1648,1517,190,166,1,67,0,19.7,58,0,0.3
Scabbers,Week1,Day2,23,7,3409,15,83,42,0,44,0,18.8,57,0,0.1
Scabbers,Week1,Day3,0,1,2589,946,32,25,0,7,0,17.4,56,1.8,0
Scabbers,Week1,Day3,1,17,3186,60,57,235,0,45,0,17.7,56,2.2,0
Scabbers,Week1,Day3,2,91,1931,454,378,435,26,282,3,17.6,55,2.2,0.2
Scabbers,Week1,Day3,3,70,1655,1300,288,187,3,92,5,17.3,57,2.2,0
Scabbers,Week1,Day3,4,25,2127,1005,215,109,0,119,0,17,55,1.8,0
Scabbers,Week1,Day3,5,7,42,3193,283,66,0,9,0,17.2,54,1.8,0.2
Scabbers,Week1,Day3,6,46,722,2201,223,307,4,96,1,17.6,56,1.8,0.1
Scabbers,Week1,Day3,7,14,2333,1072,107,52,2,19,1,17.3,57,1.8,0
Scabbers,Week1,Day3,8,545,48,1195,725,911,4,121,51,17.7,55,1.8,0
Scabbers,Week1,Day3,9,72,289,2218,366,608,0,26,21,21.8,51,1.8,0
Scabbers,Week1,Day3,10,139,164,2359,373,501,0,49,15,22.7,47,1.8,0
Scabbers,Week1,Day3,11,132,1618,471,259,630,0,471,19,24.2,44,1.3,0
Scabbers,Week1,Day3,12,65,2058,762,252,409,0,53,1,26.4,42,1.3,0
Scabbers,Week1,Day3,13,47,1492,1415,264,243,0,139,0,25.2,46,2.2,0
Scabbers,Week1,Day3,14,11,274,3047,180,78,1,0,9,23.6,48,1.8,0
Scabbers,Week1,Day3,15,70,2709,529,105,173,0,12,2,22.9,52,1.8,0
Scabbers,Week1,Day3,16,23,432,2722,181,211,0,31,0,22.4,52,2.2,0
Scabbers,Week1,Day3,17,154,758,1764,354,488,0,73,9,21.7,55,1.3,0
Scabbers,Week1,Day3,18,29,1994,1237,107,142,0,87,4,20.4,55,1.8,0.1
Scabbers,Week1,Day3,19,66,1524,1513,128,277,0,92,0,19.7,57,2.2,0.2
Scabbers,Week1,Day3,20,121,1211,931,242,883,0,205,7,18.7,56,2.2,0
Scabbers,Week1,Day3,21,175,422,1503,446,593,0,449,12,18.5,54,2.2,0.2
Scabbers,Week1,Day3,22,25,2037,1124,109,174,4,125,2,18.1,54,2.2,0.4
Scabbers,Week1,Day3,23,23,2376,785,38,319,0,59,0,17.4,57,1.8,0
Scabbers,Week1,Day4,0,0,3384,162,20,28,1,5,0,18.7,56,0.9,0
Scabbers,Week1,Day4,1,1,3494,56,31,12,0,6,0,18.2,56,0.4,0
Scabbers,Week1,Day4,2,148,892,939,421,755,0,424,21,18.4,55,0.4,0
Scabbers,Week1,Day4,3,224,721,1222,526,638,1,258,10,18.4,56,0,0
Scabbers,Week1,Day4,4,85,1011,1705,358,331,1,104,5,18.3,57,0,0
Scabbers,Week1,Day4,5,82,1401,1538,253,187,0,138,1,18.1,58,0,0
Scabbers,Week1,Day4,6,4,1400,2066,87,35,1,7,0,18.5,53,0,0
Scabbers,Week1,Day4,7,30,2381,943,120,108,0,9,9,21,50,0,0
Scabbers,Week1,Day4,8,245,224,1840,718,472,0,61,40,23.3,49,0,0
Scabbers,Week1,Day4,9,143,287,1494,866,469,7,324,10,18.6,54,2.2,0
Scabbers,Week1,Day4,10,127,322,1627,620,618,3,235,48,19.4,52,2.2,0.1
Scabbers,Week1,Day4,11,154,600,1588,808,284,5,149,12,19.7,54,2.2,0
Scabbers,Week1,Day4,12,94,880,1412,399,659,0,155,1,19.7,52,1.8,0
Scabbers,Week1,Day4,13,1,3265,232,39,55,0,8,0,21,52,1.8,0
Scabbers,Week1,Day4,14,0,1820,1691,66,23,0,0,0,21.2,50,1.8,0
Scabbers,Week1,Day4,15,51,702,2432,257,134,2,20,2,21.8,52,2.2,0
Scabbers,Week1,Day4,16,45,1212,1781,270,225,2,60,5,21.1,51,2.2,0
Scabbers,Week1,Day4,17,131,869,2012,232,292,0,63,1,21.3,52,2.2,0
Scabbers,Week1,Day4,18,52,1230,1717,242,264,0,94,1,20.4,54,2.2,0
Scabbers,Week1,Day4,19,71,2198,936,183,146,0,65,1,19.9,54,2.2,0
Scabbers,Week1,Day4,20,215,493,1629,569,420,0,256,18,19.4,55,2.7,0
Scabbers,Week1,Day4,21,126,753,798,523,647,0,735,18,19.1,55,2.2,0
Scabbers,Week1,Day4,22,16,2623,651,117,101,0,92,0,18.9,55,2.2,0
Scabbers,Week1,Day4,23,0,3327,147,73,42,0,10,1,18.9,56,1.8,0
Scabbers,Week1,Day5,0,26,1911,756,212,581,0,114,0,18.8,62,0.4,0
Scabbers,Week1,Day5,1,1,1826,1510,99,56,3,105,0,18.5,63,0.4,0
Scabbers,Week1,Day5,2,169,1074,1216,347,331,0,451,12,18.3,65,0.4,0
