Cat_id,Timestamp,Week,Day,hour,Active,Lying,Sitting,Standing,Grooming,Littering,Eating,Scratching,Total,propActive,propLying,propSitting,propStanding,propGrooming,propLittering,propEating,propScratching,Barometer,Temperature,C_Tmean,Heat_Index,THW_Index,Humidity,C_RHmean,Wind_Speed,C_Wind_Speed,C_Rain
Scabbers,2023-01-10T20:00:00Z,Week2,Day2,20,4,3280,178,61,69,0,7,1,3600,0.00111111111111111,0.911111111111111,0.0494444444444445,0.0169444444444444,0.0191666666666667,0,0.00194444444444444,0.000277777777777778,996.8,16.8,17,16.1,16.1,60,85,1.8,3.8,0.6
Scabbers,2023-01-10T21:00:00Z,Week2,Day2,21,7,577,2654,221,115,1,25,0,3600,0.00194444444444444,0.160277777777778,0.737222222222222,0.0613888888888889,0.0319444444444444,0.000277777777777778,0.00694444444444444,0,995.9,16.6,16.9,15.9,15.9,59,84,2.2,4.3,1
Scabbers,2023-01-10T22:00:00Z,Week2,Day2,22,23,2547,162,256,566,7,33,6,3600,0.00638888888888889,0.7075,0.045,0.0711111111111111,0.157222222222222,0.00194444444444444,0.00916666666666667,0.00166666666666667,995.5,16.3,17.1,15.5,15.4,58,80,2.7,6.1,0.2
Scabbers,2023-01-10T23:00:00Z,Week2,Day2,23,2,1435,2143,15,5,0,0,0,3600,0.000555555555555556,0.398611111111111,0.595277777777778,0.00416666666666667,0.00138888888888889,0,0,0,993.2,16.7,16.3,15.8,14.8,57,85,4,5.6,1.6
Scabbers,2023-01-12T00:00:00Z,Week2,Day3,0,3,1759,1686,104,20,8,20,0,3600,0.000833333333333333,0.488611111111111,0.468333333333333,0.0288888888888889,0.00555555555555556,0.00222222222222222,0.00555555555555556,0,993.2,17.9,17.3,17.2,17.2,55,75,1.3,5.4,0
Scabbers,2023-01-12T01:00:00Z,Week2,Day3,1,38,2530,154,159,517,0,200,2,3600,0.0105555555555556,0.702777777777778,0.0427777777777778,0.0441666666666667,0.143611111111111,0,0.0555555555555556,0.000555555555555556,994,17.3,16.9,16.5,16.5,57,76,1.3,4,0
Scabbers,2023-01-12T02:00:00Z,Week2,Day3,2,24,2147,948,185,120,0,173,3,3600,0.00666666666666667,0.596388888888889,0.263333333333333,0.0513888888888889,0.0333333333333333,0,0.0480555555555556,0.000833333333333333,994.5,16.8,16.6,16,16,57,74,0.9,3.2,0
Scabbers,2023-01-12T03:00:00Z,Week2,Day3,3,150,212,1808,709,397,11,292,21,3600,0.0416666666666667,0.0588888888888889,0.502222222222222,0.196944444444444,0.110277777777778,0.00305555555555556,0.0811111111111111,0.00583333333333333,995.1,16.4,16.7,15.5,15.5,56,73,0.9,3,0
Scabbers,2023-01-12T04:00:00Z,Week2,Day3,4,137,51,2663,344,322,0,73,10,3600,0.0380555555555556,0.0141666666666667,0.739722222222222,0.0955555555555556,0.0894444444444444,0,0.0202777777777778,0.00277777777777778,996.1,16.3,16.8,15.4,15.4,57,73,0.9,3.9,0
Scabbers,2023-01-12T05:00:00Z,Week2,Day3,5,139,441,1974,508,346,5,176,11,3600,0.0386111111111111,0.1225,0.548333333333333,0.141111111111111,0.0961111111111111,0.00138888888888889,0.0488888888888889,0.00305555555555556,997.1,16.3,16.7,15.4,15.4,56,76,0.4,5.4,0
Scabbers,2023-01-12T06:00:00Z,Week2,Day3,6,187,356,2533,243,204,5,33,39,3600,0.0519444444444445,0.0988888888888889,0.703611111111111,0.0675,0.0566666666666667,0.00138888888888889,0.00916666666666667,0.0108333333333333,997.9,16.3,16.9,15.5,15.5,58,76,1.8,5.4,0
Scabbers,2023-01-12T07:00:00Z,Week2,Day3,7,121,68,2398,380,496,0,135,2,3600,0.0336111111111111,0.0188888888888889,0.666111111111111,0.105555555555556,0.137777777777778,0,0.0375,0.000555555555555556,998.8,16.6,17.5,15.7,15.7,56,71,1.8,5.7,0
Scabbers,2023-01-12T08:00:00Z,Week2,Day3,8,653,49,711,491,1046,6,576,68,3600,0.181388888888889,0.0136111111111111,0.1975,0.136388888888889,0.290555555555556,0.00166666666666667,0.16,0.0188888888888889,999.8,17.3,18.3,16.4,16.4,54,69,1.8,5.1,0
Scabbers,2023-01-11T09:00:00Z,Week2,Day3,9,108,84,2138,556,427,6,278,3,3600,0.03,0.0233333333333333,0.593888888888889,0.154444444444444,0.118611111111111,0.00166666666666667,0.0772222222222222,0.000833333333333333,985.4,18.4,19,17.7,16.1,55,81,4.9,7.2,0.6
Scabbers,2023-01-11T10:00:00Z,Week2,Day3,10,34,158,2542,522,154,5,184,1,3600,0.00944444444444444,0.0438888888888889,0.706111111111111,0.145,0.0427777777777778,0.00138888888888889,0.0511111111111111,0.000277777777777778,984.4,18.9,18.4,18.4,17.3,60,87,4.5,5.7,0.8
Scabbers,2023-01-11T11:00:00Z,Week2,Day3,11,81,442,1966,665,254,3,180,9,3600,0.0225,0.122777777777778,0.546111111111111,0.184722222222222,0.0705555555555556,0.000833333333333333,0.05,0.0025,984.6,17.7,20.8,17,16.1,57,79,4,5.6,0
Scabbers,2023-01-11T12:00:00Z,Week2,Day3,12,134,72,1895,686,535,1,272,5,3600,0.0372222222222222,0.02,0.526388888888889,0.190555555555556,0.148611111111111,0.000277777777777778,0.0755555555555556,0.00138888888888889,984.6,20.3,22.7,19.7,19.7,53,72,2.7,4.6,0
Scabbers,2023-01-11T13:00:00Z,Week2,Day3,13,133,289,1902,648,459,1,160,8,3600,0.0369444444444444,0.0802777777777778,0.528333333333333,0.18,0.1275,0.000277777777777778,0.0444444444444444,0.00222222222222222,984.3,22.8,22.6,22.6,22.6,53,72,2.2,3.5,0
Scabbers,2023-01-11T14:00:00Z,Week2,Day3,14,80,21,2383,562,521,0,19,14,3600,0.0222222222222222,0.00583333333333333,0.661944444444444,0.156111111111111,0.144722222222222,0,0.00527777777777778,0.00388888888888889,984.7,22.7,22.7,22.4,22.4,51,73,1.8,4.3,0
Scabbers,2023-01-11T15:00:00Z,Week2,Day3,15,32,938,2306,141,146,0,27,10,3600,0.00888888888888889,0.260555555555556,0.640555555555556,0.0391666666666667,0.0405555555555556,0,0.0075,0.00277777777777778,984.9,22.9,22.8,22.7,22.7,52,73,1.3,5.2,0
Scabbers,2023-01-11T16:00:00Z,Week2,Day3,16,21,506,2694,238,108,7,22,4,3600,0.00583333333333333,0.140555555555556,0.748333333333333,0.0661111111111111,0.03,0.00194444444444444,0.00611111111111111,0.00111111111111111,985.3,22.8,22.2,22.6,22.6,52,72,1.3,5.7,0
Scabbers,2023-01-11T17:00:00Z,Week2,Day3,17,111,611,2258,300,199,0,118,3,3600,0.0308333333333333,0.169722222222222,0.627222222222222,0.0833333333333333,0.0552777777777778,0,0.0327777777777778,0.000833333333333333,985.3,22.8,21,22.6,22.6,52,75,2.2,5.4,0
Scabbers,2023-01-11T18:00:00Z,Week2,Day3,18,97,509,1870,363,565,0,190,6,3600,0.0269444444444444,0.141388888888889,0.519444444444445,0.100833333333333,0.156944444444444,0,0.0527777777777778,0.00166666666666667,986,21.2,20.4,20.6,20.6,55,72,2.2,6.2,0
Scabbers,2023-01-11T19:00:00Z,Week2,Day3,19,33,442,2310,254,393,8,156,4,3600,0.00916666666666667,0.122777777777778,0.641666666666667,0.0705555555555556,0.109166666666667,0.00222222222222222,0.0433333333333333,0.00111111111111111,987.3,20.6,19.6,19.9,19.9,54,73,0.9,4.9,0
Scabbers,2023-01-11T20:00:00Z,Week2,Day3,20,239,348,1588,583,615,5,202,20,3600,0.0663888888888889,0.0966666666666667,0.441111111111111,0.161944444444444,0.170833333333333,0.00138888888888889,0.0561111111111111,0.00555555555555556,988.4,19.8,19.4,19.3,19.3,55,72,1.3,5.5,0
Scabbers,2023-01-11T21:00:00Z,Week2,Day3,21,367,337,1361,663,554,0,260,58,3600,0.101944444444444,0.0936111111111111,0.378055555555556,0.184166666666667,0.153888888888889,0,0.0722222222222222,0.0161111111111111,989.8,19.2,19,18.6,18.6,55,72,1.8,5.5,0
Scabbers,2023-01-11T22:00:00Z,Week2,Day3,22,178,287,2069,539,373,0,144,10,3600,0.0494444444444445,0.0797222222222222,0.574722222222222,0.149722222222222,0.103611111111111,0,0.04,0.00277777777777778,990.7,18.8,18.6,18.2,18.2,56,73,1.8,4.5,0
Scabbers,2023-01-11T23:00:00Z,Week2,Day3,23,375,574,846,462,820,0,494,29,3600,0.104166666666667,0.159444444444444,0.235,0.128333333333333,0.227777777777778,0,0.137222222222222,0.00805555555555556,992.1,18.3,18.2,17.6,17.6,57,72,0.9,3.9,0
Scabbers,2023-01-13T00:00:00Z,Week2,Day4,0,27,1428,692,893,316,0,240,4,3600,0.0075,0.396666666666667,0.192222222222222,0.248055555555556,0.0877777777777778,0,0.0666666666666667,0.00111111111111111,1010,13.8,11.6,12.9,12.9,56,85,0.9,1.2,0
Scabbers,2023-01-13T01:00:00Z,Week2,Day4,1,1,3514,6,52,24,0,2,1,3600,0.000277777777777778,0.976111111111111,0.00166666666666667,0.0144444444444444,0.00666666666666667,0,0.000555555555555556,0.000277777777777778,1010.5,12.9,11.6,12.2,12.2,60,87,0,1.4,0
Scabbers,2023-01-13T02:00:00Z,Week2,Day4,2,1,2281,8,1274,29,0,7,0,3600,0.000277777777777778,0.633611111111111,0.00222222222222222,0.353888888888889,0.00805555555555556,0,0.00194444444444444,0,1010.4,11.9,11.3,11.2,11.2,61,89,0.4,1.7,0
Scabbers,2023-01-13T03:00:00Z,Week2,Day4,3,0,2564,9,953,64,0,9,1,3600,0,0.712222222222222,0.0025,0.264722222222222,0.0177777777777778,0,0.0025,0.000277777777777778,1010.3,11.4,10.6,10.8,10.8,60,89,0,1,0
Scabbers,2023-01-13T04:00:00Z,Week2,Day4,4,46,2084,594,597,204,0,71,4,3600,0.0127777777777778,0.578888888888889,0.165,0.165833333333333,0.0566666666666667,0,0.0197222222222222,0.00111111111111111,1010.6,11.7,9.4,11,11,57,94,0.4,0.6,0
Scabbers,2023-01-13T05:00:00Z,Week2,Day4,5,99,54,1157,1550,500,0,235,5,3600,0.0275,0.015,0.321388888888889,0.430555555555556,0.138888888888889,0,0.0652777777777778,0.00138888888888889,1011.3,12.1,11,11.4,11.4,59,91,0,1.5,0
Scabbers,2023-01-13T06:00:00Z,Week2,Day4,6,82,17,2548,690,209,1,50,3,3600,0.0227777777777778,0.00472222222222222,0.707777777777778,0.191666666666667,0.0580555555555556,0.000277777777777778,0.0138888888888889,0.000833333333333333,1011.8,11.6,13.7,10.9,10.9,60,84,0,1.6,0
Scabbers,2023-01-13T07:00:00Z,Week2,Day4,7,101,268,2185,671,315,1,30,29,3600,0.0280555555555556,0.0744444444444444,0.606944444444444,0.186388888888889,0.0875,0.000277777777777778,0.00833333333333333,0.00805555555555556,1012.3,14.2,16.3,13.1,13.1,51,72,0.4,3,0
Scabbers,2023-01-13T08:00:00Z,Week2,Day4,8,280,70,1298,877,941,3,86,45,3600,0.0777777777777778,0.0194444444444444,0.360555555555556,0.243611111111111,0.261388888888889,0.000833333333333333,0.0238888888888889,0.0125,1013,17.8,16.7,16.8,16.8,51,69,0.9,3.8,0
Scabbers,2023-01-12T09:00:00Z,Week2,Day4,9,40,90,1969,837,191,5,468,0,3600,0.0111111111111111,0.025,0.546944444444445,0.2325,0.0530555555555556,0.00138888888888889,0.13,0,1000.6,18.3,18.7,17.5,17.5,53,70,1.3,6.1,0
Scabbers,2023-01-12T10:00:00Z,Week2,Day4,10,50,229,2535,443,138,9,190,6,3600,0.0138888888888889,0.0636111111111111,0.704166666666667,0.123055555555556,0.0383333333333333,0.0025,0.0527777777777778,0.00166666666666667,1001.6,18.8,18.6,17.9,17.9,52,68,2.2,7.7,0
Scabbers,2023-01-12T11:00:00Z,Week2,Day4,11,218,340,990,702,854,3,476,17,3600,0.0605555555555556,0.0944444444444444,0.275,0.195,0.237222222222222,0.000833333333333333,0.132222222222222,0.00472222222222222,1002.4,19.4,18.6,18.5,18.5,50,65,2.7,6.5,0
Scabbers,2023-01-12T12:00:00Z,Week2,Day4,12,75,1368,1389,299,416,0,45,8,3600,0.0208333333333333,0.38,0.385833333333333,0.0830555555555556,0.115555555555556,0,0.0125,0.00222222222222222,1002.2,19.3,18.5,18.3,18.3,48,62,2.7,6.4,0
Scabbers,2023-01-12T13:00:00Z,Week2,Day4,13,70,1441,1251,351,382,3,80,22,3600,0.0194444444444444,0.400277777777778,0.3475,0.0975,0.106111111111111,0.000833333333333333,0.0222222222222222,0.00611111111111111,1003.3,19.3,19.8,18.2,18.2,44,58,2.2,8,0
Scabbers,2023-01-12T14:00:00Z,Week2,Day4,14,13,30,2694,383,444,12,21,3,3600,0.00361111111111111,0.00833333333333333,0.748333333333333,0.106388888888889,0.123333333333333,0.00333333333333333,0.00583333333333333,0.000833333333333333,1004.6,20.7,19.9,19.7,19.7,47,57,2.2,7.7,0
Scabbers,2023-01-12T15:00:00Z,Week2,Day4,15,8,557,2049,861,121,0,0,4,3600,0.00222222222222222,0.154722222222222,0.569166666666667,0.239166666666667,0.0336111111111111,0,0,0.00111111111111111,1004.4,20.7,19,19.5,19.5,45,60,3.1,7.6,0
Scabbers,2023-01-12T16:00:00Z,Week2,Day4,16,34,1837,812,280,616,0,12,9,3600,0.00944444444444444,0.510277777777778,0.225555555555556,0.0777777777777778,0.171111111111111,0,0.00333333333333333,0.0025,1004.4,19.3,18.9,18.3,18.3,47,59,3.1,6.6,0
Scabbers,2023-01-12T17:00:00Z,Week2,Day4,17,4,1767,1228,382,207,6,5,1,3600,0.00111111111111111,0.490833333333333,0.341111111111111,0.106111111111111,0.0575,0.00166666666666667,0.00138888888888889,0.000277777777777778,1004.9,19.2,18.2,18.2,18.2,48,61,2.7,6.4,0
Scabbers,2023-01-12T18:00:00Z,Week2,Day4,18,328,74,1104,876,921,12,209,76,3600,0.0911111111111111,0.0205555555555556,0.306666666666667,0.243333333333333,0.255833333333333,0.00333333333333333,0.0580555555555556,0.0211111111111111,1005.7,18.2,17.2,17.1,17.1,48,64,3.1,6.2,0
Scabbers,2023-01-12T19:00:00Z,Week2,Day4,19,144,11,2690,368,283,0,83,21,3600,0.04,0.00305555555555556,0.747222222222222,0.102222222222222,0.0786111111111111,0,0.0230555555555556,0.00583333333333333,1006.3,17.1,16.2,16.1,16.1,53,67,2.7,5.8,0
Scabbers,2023-01-12T20:00:00Z,Week2,Day4,20,20,96,3023,335,114,1,10,1,3600,0.00555555555555556,0.0266666666666667,0.839722222222222,0.0930555555555556,0.0316666666666667,0.000277777777777778,0.00277777777777778,0.000277777777777778,1007.8,15.8,15.4,14.8,14.8,53,66,2.2,4.7,0
Scabbers,2023-01-12T21:00:00Z,Week2,Day4,21,120,62,1907,734,581,0,194,2,3600,0.0333333333333333,0.0172222222222222,0.529722222222222,0.203888888888889,0.161388888888889,0,0.0538888888888889,0.000555555555555556,1008.7,15,14.9,14,14,53,68,1.8,3.1,0
Scabbers,2023-01-12T22:00:00Z,Week2,Day4,22,237,170,1655,853,527,13,125,20,3600,0.0658333333333333,0.0472222222222222,0.459722222222222,0.236944444444444,0.146388888888889,0.00361111111111111,0.0347222222222222,0.00555555555555556,1009.4,14.6,14.3,13.6,13.6,54,70,0.9,2.5,0
Scabbers,2023-01-12T23:00:00Z,Week2,Day4,23,209,144,2070,527,451,1,193,5,3600,0.0580555555555556,0.04,0.575,0.146388888888889,0.125277777777778,0.000277777777777778,0.0536111111111111,0.00138888888888889,1009.7,13.9,13.4,13,13,56,75,0.9,1.2,0
Scabbers,2023-01-14T00:00:00Z,Week2,Day5,0,173,949,936,935,503,1,87,16,3600,0.0480555555555556,0.263611111111111,0.26,0.259722222222222,0.139722222222222,0.000277777777777778,0.0241666666666667,0.00444444444444444,1015.3,13.6,13.5,12.8,12.8,57,76,1.3,3.2,0
Scabbers,2023-01-14T01:00:00Z,Week2,Day5,1,22,1392,1006,982,129,1,67,1,3600,0.00611111111111111,0.386666666666667,0.279444444444444,0.272777777777778,0.0358333333333333,0.000277777777777778,0.0186111111111111,0.000277777777777778,1015.2,13.3,13.5,12.5,12.4,57,77,1.8,2.8,0
Scabbers,2023-01-14T02:00:00Z,Week2,Day5,2,11,3163,112,215,85,1,13,0,3600,0.00305555555555556,0.878611111111111,0.0311111111111111,0.0597222222222222,0.0236111111111111,0.000277777777777778,0.00361111111111111,0,1014.9,13.3,13.6,12.5,12.3,58,76,1.8,3.1,0
Scabbers,2023-01-14T03:00:00Z,Week2,Day5,3,59,2883,104,319,182,1,44,8,3600,0.0163888888888889,0.800833333333333,0.0288888888888889,0.0886111111111111,0.0505555555555556,0.000277777777777778,0.0122222222222222,0.00222222222222222,1014.7,13.3,13.7,12.5,12.1,58,77,2.2,3.4,0
Scabbers,2023-01-14T04:00:00Z,Week2,Day5,4,134,87,1143,1550,412,0,265,9,3600,0.0372222222222222,0.0241666666666667,0.3175,0.430555555555556,0.114444444444444,0,0.0736111111111111,0.0025,1014.9,13.3,13.7,12.5,12,58,77,2.2,3.3,0
Scabbers,2023-01-14T05:00:00Z,Week2,Day5,5,131,105,1182,1631,407,7,105,32,3600,0.0363888888888889,0.0291666666666667,0.328333333333333,0.453055555555556,0.113055555555556,0.00194444444444444,0.0291666666666667,0.00888888888888889,1015.2,13.2,13.8,12.4,12,57,75,2.2,2.8,0
Scabbers,2023-01-14T06:00:00Z,Week2,Day5,6,60,336,1671,1122,354,7,30,20,3600,0.0166666666666667,0.0933333333333333,0.464166666666667,0.311666666666667,0.0983333333333333,0.00194444444444444,0.00833333333333333,0.00555555555555556,1015.7,13.3,14.9,12.5,12.4,56,72,1.8,3.2,0
Scabbers,2023-01-14T07:00:00Z,Week2,Day5,7,36,1504,1315,530,167,0,46,2,3600,0.01,0.417777777777778,0.365277777777778,0.147222222222222,0.0463888888888889,0,0.0127777777777778,0.000555555555555556,1016.3,14.9,15.7,13.9,13.9,52,67,1.8,4.1,0
Scabbers,2023-01-14T08:00:00Z,Week2,Day5,8,59,1168,1308,721,310,0,20,14,3600,0.0163888888888889,0.324444444444444,0.363333333333333,0.200277777777778,0.0861111111111111,0,0.00555555555555556,0.00388888888888889,1016.8,16,17.6,14.9,14.9,49,62,2.2,4.5,0
Scabbers,2023-01-13T09:00:00Z,Week2,Day5,9,79,209,2077,603,459,0,160,13,3600,0.0219444444444444,0.0580555555555556,0.576944444444445,0.1675,0.1275,0,0.0444444444444444,0.00361111111111111,1012.6,17.2,17.8,16.2,16.2,52,63,1.8,6.5,0
Scabbers,2023-01-13T10:00:00Z,Week2,Day5,10,2,1644,1718,120,65,1,48,2,3600,0.000555555555555556,0.456666666666667,0.477222222222222,0.0333333333333333,0.0180555555555556,0.000277777777777778,0.0133333333333333,0.000555555555555556,1013.3,17.8,18.9,16.7,16.7,48,59,2.7,6.1,0
Scabbers,2023-01-13T11:00:00Z,Week2,Day5,11,189,86,1439,591,970,0,315,10,3600,0.0525,0.0238888888888889,0.399722222222222,0.164166666666667,0.269444444444444,0,0.0875,0.00277777777777778,1013.2,19.4,19.5,18.3,18.3,44,56,2.2,4.7,0
Scabbers,2023-01-13T12:00:00Z,Week2,Day5,12,34,47,2573,378,488,3,73,4,3600,0.00944444444444444,0.0130555555555556,0.714722222222222,0.105,0.135555555555556,0.000833333333333333,0.0202777777777778,0.00111111111111111,1013.3,20.3,19.7,19.2,19.2,44,57,1.8,5.2,0
Scabbers,2023-01-13T13:00:00Z,Week2,Day5,13,5,1390,1866,206,128,0,1,4,3600,0.00138888888888889,0.386111111111111,0.518333333333333,0.0572222222222222,0.0355555555555556,0,0.000277777777777778,0.00111111111111111,1013.1,20.3,20.1,19.2,19.2,45,56,2.2,4.8,0
Scabbers,2023-01-13T14:00:00Z,Week2,Day5,14,11,1,3138,328,118,0,3,1,3600,0.00305555555555556,0.000277777777777778,0.871666666666667,0.0911111111111111,0.0327777777777778,0,0.000833333333333333,0.000277777777777778,1012.9,20.8,20.4,19.6,19.6,44,56,2.2,5.9,0
Scabbers,2023-01-13T15:00:00Z,Week2,Day5,15,2,26,2669,795,106,0,0,2,3600,0.000555555555555556,0.00722222222222222,0.741388888888889,0.220833333333333,0.0294444444444444,0,0,0.000555555555555556,1012.8,21.6,20.3,20.6,20.6,45,57,2.2,5.5,0
Scabbers,2023-01-13T16:00:00Z,Week2,Day5,16,9,926,1998,190,468,0,6,3,3600,0.0025,0.257222222222222,0.555,0.0527777777777778,0.13,0,0.00166666666666667,0.000833333333333333,1012.7,20.8,20,19.7,19.7,45,57,3.1,5.5,0
Scabbers,2023-01-13T17:00:00Z,Week2,Day5,17,6,369,2613,412,189,0,4,7,3600,0.00166666666666667,0.1025,0.725833333333333,0.114444444444444,0.0525,0,0.00111111111111111,0.00194444444444444,1012.5,20.5,19.2,19.5,19.5,46,60,2.2,5.6,0
Scabbers,2023-01-13T18:00:00Z,Week2,Day5,18,127,313,2018,519,479,0,110,34,3600,0.0352777777777778,0.0869444444444445,0.560555555555556,0.144166666666667,0.133055555555556,0,0.0305555555555556,0.00944444444444444,1012.8,19.7,18.3,18.8,18.8,48,60,2.2,4.5,0
Scabbers,2023-01-13T19:00:00Z,Week2,Day5,19,222,107,2035,718,416,3,82,17,3600,0.0616666666666667,0.0297222222222222,0.565277777777778,0.199444444444444,0.115555555555556,0.000833333333333333,0.0227777777777778,0.00472222222222222,1013.5,18.2,16.8,17.2,17.2,49,66,2.7,4,0
Scabbers,2023-01-13T20:00:00Z,Week2,Day5,20,72,103,2476,518,311,2,104,14,3600,0.02,0.0286111111111111,0.687777777777778,0.143888888888889,0.0863888888888889,0.000555555555555556,0.0288888888888889,0.00388888888888889,1013.5,16.6,15.2,15.6,15.6,54,73,2.2,3.6,0
Scabbers,2023-01-13T21:00:00Z,Week2,Day5,21,353,154,945,1284,534,2,283,45,3600,0.0980555555555556,0.0427777777777778,0.2625,0.356666666666667,0.148333333333333,0.000555555555555556,0.0786111111111111,0.0125,1014.2,15.2,14.5,14.3,14.2,55,75,2.2,3,0
Scabbers,2023-01-13T22:00:00Z,Week2,Day5,22,233,791,1040,675,694,2,159,6,3600,0.0647222222222222,0.219722222222222,0.288888888888889,0.1875,0.192777777777778,0.000555555555555556,0.0441666666666667,0.00166666666666667,1014.6,14.6,14,13.6,13.6,56,76,1.8,3,0
Scabbers,2023-01-13T23:00:00Z,Week2,Day5,23,4,3229,294,29,41,0,0,3,3600,0.00111111111111111,0.896944444444445,0.0816666666666667,0.00805555555555556,0.0113888888888889,0,0,0.000833333333333333,1015.3,14.1,13.6,13.2,13.2,57,77,1.3,2.7,0
Scabbers,2023-01-15T00:00:00Z,Week2,Day6,0,1,1283,0,2242,64,0,10,0,3600,0.000277777777777778,0.356388888888889,0,0.622777777777778,0.0177777777777778,0,0.00277777777777778,0,1019.8,14.5,14.5,13.7,13.7,59,84,1.3,2.9,0
Scabbers,2023-01-15T01:00:00Z,Week2,Day6,1,79,366,1241,1460,267,0,180,7,3600,0.0219444444444444,0.101666666666667,0.344722222222222,0.405555555555556,0.0741666666666667,0,0.05,0.00194444444444444,1019.7,14.3,14.3,13.5,13.2,59,85,2.2,3.5,0
Scabbers,2023-01-15T02:00:00Z,Week2,Day6,2,193,131,1901,761,418,10,146,40,3600,0.0536111111111111,0.0363888888888889,0.528055555555556,0.211388888888889,0.116111111111111,0.00277777777777778,0.0405555555555556,0.0111111111111111,1019.6,14.1,14.2,13.3,13,59,86,2.2,3.6,0
Scabbers,2023-01-15T03:00:00Z,Week2,Day6,3,107,15,2440,605,312,1,88,32,3600,0.0297222222222222,0.00416666666666667,0.677777777777778,0.168055555555556,0.0866666666666667,0.000277777777777778,0.0244444444444444,0.00888888888888889,1019.5,13.8,13.9,13,13,58,86,1.8,3.1,0
Scabbers,2023-01-15T04:00:00Z,Week2,Day6,4,61,114,2476,660,210,0,55,24,3600,0.0169444444444444,0.0316666666666667,0.687777777777778,0.183333333333333,0.0583333333333333,0,0.0152777777777778,0.00666666666666667,1019.9,13.6,14,12.7,12.7,58,86,1.3,3.1,0
Scabbers,2023-01-15T05:00:00Z,Week2,Day6,5,85,39,2580,664,157,3,58,14,3600,0.0236111111111111,0.0108333333333333,0.716666666666667,0.184444444444444,0.0436111111111111,0.000833333333333333,0.0161111111111111,0.00388888888888889,1020.3,13.6,14.3,12.7,12.7,58,85,0.9,3,0
Scabbers,2023-01-15T06:00:00Z,Week2,Day6,6,5,1757,604,1079,118,0,33,4,3600,0.00138888888888889,0.488055555555556,0.167777777777778,0.299722222222222,0.0327777777777778,0,0.00916666666666667,0.00111111111111111,1021,13.7,15.5,12.8,12.8,56,80,0.4,3.7,0
Scabbers,2023-01-15T07:00:00Z,Week2,Day6,7,58,2266,675,300,230,4,50,17,3600,0.0161111111111111,0.629444444444444,0.1875,0.0833333333333333,0.0638888888888889,0.00111111111111111,0.0138888888888889,0.00472222222222222,1021.3,15.8,17,14.8,14.8,52,74,1.8,4.8,0
Scabbers,2023-01-15T08:00:00Z,Week2,Day6,8,132,12,1982,518,879,0,22,55,3600,0.0366666666666667,0.00333333333333333,0.550555555555556,0.143888888888889,0.244166666666667,0,0.00611111111111111,0.0152777777777778,1021.9,17.4,18,16.4,16.4,51,69,2.2,5.6,0
Scabbers,2023-01-14T09:00:00Z,Week2,Day6,9,49,1703,803,539,474,4,10,18,3600,0.0136111111111111,0.473055555555556,0.223055555555556,0.149722222222222,0.131666666666667,0.00111111111111111,0.00277777777777778,0.005,1016.9,18.1,19.5,17,17,48,57,2.2,4.7,0
Scabbers,2023-01-14T10:00:00Z,Week2,Day6,10,108,25,1336,734,1191,0,177,29,3600,0.03,0.00694444444444444,0.371111111111111,0.203888888888889,0.330833333333333,0,0.0491666666666667,0.00805555555555556,1016.5,19.6,20.4,18.5,18.5,44,54,2.7,4.6,0
Scabbers,2023-01-14T11:00:00Z,Week2,Day6,11,52,10,2574,276,622,0,17,49,3600,0.0144444444444444,0.00277777777777778,0.715,0.0766666666666667,0.172777777777778,0,0.00472222222222222,0.0136111111111111,1016.9,21,21,19.8,19.8,45,52,2.2,5.5,0
Scabbers,2023-01-14T12:00:00Z,Week2,Day6,12,42,131,2623,405,301,4,72,22,3600,0.0116666666666667,0.0363888888888889,0.728611111111111,0.1125,0.0836111111111111,0.00111111111111111,0.02,0.00611111111111111,1016.6,21.7,21.6,20.6,20.6,41,52,2.7,5.3,0
Scabbers,2023-01-14T13:00:00Z,Week2,Day6,13,24,157,2780,213,402,1,12,11,3600,0.00666666666666667,0.0436111111111111,0.772222222222222,0.0591666666666667,0.111666666666667,0.000277777777777778,0.00333333333333333,0.00305555555555556,1016.9,22.4,21.7,21.7,21.7,44,58,2.2,4.9,0
Scabbers,2023-01-14T14:00:00Z,Week2,Day6,14,14,730,2656,80,110,0,2,8,3600,0.00388888888888889,0.202777777777778,0.737777777777778,0.0222222222222222,0.0305555555555556,0,0.000555555555555556,0.00222222222222222,1016.7,22.4,21.3,21.7,21.7,44,60,1.8,5.1,0
Scabbers,2023-01-14T15:00:00Z,Week2,Day6,15,5,140,3159,220,70,0,1,5,3600,0.00138888888888889,0.0388888888888889,0.8775,0.0611111111111111,0.0194444444444444,0,0.000277777777777778,0.00138888888888889,1016.9,21.4,20.8,20.3,20.3,45,59,1.8,4.7,0
Scabbers,2023-01-14T16:00:00Z,Week2,Day6,16,12,430,2004,201,893,0,23,37,3600,0.00333333333333333,0.119444444444444,0.556666666666667,0.0558333333333333,0.248055555555556,0,0.00638888888888889,0.0102777777777778,1016.8,21.1,20,20,20,47,62,2.2,5.1,0
Scabbers,2023-01-14T17:00:00Z,Week2,Day6,17,90,1195,1058,378,816,0,46,17,3600,0.025,0.331944444444444,0.293888888888889,0.105,0.226666666666667,0,0.0127777777777778,0.00472222222222222,1017,20.2,18.7,19.3,19.3,49,67,2.7,5.4,0
